"Authors"	"Title"	"Year"	"AKeywords"	"Source.title"	"DOI"	"Document.Type"	"Link"	"Coder"
"CAUSIN V; MAREGA C; SCHIAVONE S; DELLA GUARDIA V; MARIGO A"	"Forensic analysis of acrylic fibers by pyrolysis-gas chromatography/mass spectrometry"	2006	"Acrylics; Fibers; Forensic science; Polymers; Pyrolysis"	"Journal of Analytical and Applied Pyrolysis"	"10.1016/j.jaap.2005.04.009"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-27644576202&doi=10.1016%2fj.jaap.2005.04.009&partnerID=40&md5=332cb765e0c7561b216b17353b37aec6"	2007
"GRIEVE MC; BIERMANN TW; SCHAUB K"	"The use of indigo derivatives to dye denim material"	2006	"Cotton (fibres); Denim; Fibre frequency; Indigo (dyes); Microspectrophotometry"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(06)71563-5"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746451831&doi=10.1016%2fS1355-0306%2806%2971563-5&partnerID=40&md5=d63b6c985e29a62bda5648b48d8d25a8"	2007
"WAS-GUBA?A J; KRAUß W"	"Damage caused to fibres by the action of two types of heat"	2006	"Damage; Fibre; Fire; High temperature; SEM"	"Forensic Science International"	"10.1016/j.forsciint.2005.06.013"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646590635&doi=10.1016%2fj.forsciint.2005.06.013&partnerID=40&md5=4b176d929ae495e603c15de62a1b870a"	2007
"MARNANE RN; ELLIOT DA; COULSON SA"	"A pilot study to determine the background population of foreign fibre groups on a cotton/polyester T-shirt"	2006	"Background population; Fibres; Fibres evidence; Size of groups; T-shirts"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(06)71601-X"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248148169&doi=10.1016%2fS1355-0306%2806%2971601-X&partnerID=40&md5=1007d110b23433e5bb0851c776c0d1fd"	2007
"HIRSCHLER MM; UMINO PY; ZICHERMAN JB"	"Forensic evaluations of fabric flammability"	2006	NA	"17th Conference on Recent Advances in Flame Retardancy of Polymeric Materials 2006 - \"Applications, Research and Industrial Development, Markets\""	NA	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893334003&partnerID=40&md5=42c3d8414f3771a49799dce72696f258"	2007
"SERMIER FM; MASSONNET G; BUZZINI P; FORTINI A; GASON F; DE WAEL K; ROVAS P"	"A comparison of efficiency of manual and automatic fibres search with the Maxcan fibre finder"	2006	"Automatic search; Fibre finder; Fibres; Fibres recovery"	"Forensic Science International"	"10.1016/j.forsciint.2005.08.015"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745945639&doi=10.1016%2fj.forsciint.2005.08.015&partnerID=40&md5=32d7bf6f99a884b54ed3081632aed35b"	2007
"BULL PA; MORGAN RM; SAGOVSKY A; HUGHES GJA"	"The Transfer and Persistence of Trace Particulates: Experimental studies using clothing fabrics"	2006	"Forensic Science; Lighter flint particles; Persistence; Pollen; Sediment; Transfer"	"Science and Justice - Journal of the Forensic Science Society"	"10.1016/S1355-0306(06)71592-1"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847773601&doi=10.1016%2fS1355-0306%2806%2971592-1&partnerID=40&md5=a2218f4358f6fbfaeeb6bcf0321935fd"	2007
"KOCH S"	"Beyond cotton, nylon and polyester. The emergence of new fibres and yarns"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2007
"WIGGINS K; CORNELIUS J-A"	"A study in relation to the effect of processes used in the dyeing industry on the finished article"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2007
"ROUX C; AUSTIN C; BENNETT S; BEAVIS A; DAWSON M; DOBLE P; LENNARD C; ROBERTSON J"	"Ultra performance liquid chromatography – an emerging technique for the forensic analysis of trace evidence"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2007
"WIGGINS K; PALMER R; HUTCHINSON W; DRUMMOND P"	"An investigation into the use of calculating the first derivative of absorbance spectra as a tool for forensic fibre analysis"	2007	"Comparison; Fibres; First derivative; Microspectrophotometry; Spectra"	"Science and Justice"	"10.1016/j.scijus.2006.11.001"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447624677&doi=10.1016%2fj.scijus.2006.11.001&partnerID=40&md5=0547e7a1c553fdbf01e8677281e5524b"	2007
"WIGGINS K; DRUMMOND P"	"Identifying a suitable mounting medium for use in forensic fibre examination"	2007	"Entellan New; Fibre; Mounting medium; XAM neutral medium-improved white"	"Science and Justice"	"10.1016/j.scijus.2006.10.001"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447637264&doi=10.1016%2fj.scijus.2006.10.001&partnerID=40&md5=1b364333a60c965ef507b154c2a4b670"	2007
NA	"Fibres and Textiles in Eastern Europe"	2007	NA	NA	NA	"Article"	"http://fibtex.lodz.pl/en"	2007
"KADOLPH S; LANGFORD A"	"Textiles"	2006	NA	NA	NA	"Book"	NA	2007
"XIN JH"	"Total Colour Management in Textiles"	2006	NA	"Total Colour Management in Textiles"	"10.1533/9781845691080"	"Book"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904074628&doi=10.1533%2f9781845691080&partnerID=40&md5=252e67d56f1a341d85103f2bf228c588"	2007
"SHISHOO R"	"Textiles in sport"	2005	NA	"Textiles in Sport"	"10.1533/9781845690885"	"Book"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903404600&doi=10.1533%2f9781845690885&partnerID=40&md5=7aa81ec852d658416baf7c8f8963af82"	2007
"SCOTT RA"	"Textiles for Protection"	2005	NA	"Textiles for Protection"	"10.1533/9781845690977"	"Book"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902631564&doi=10.1533%2f9781845690977&partnerID=40&md5=d94351e4e896cf28f76dba135804c34c"	2007
"HU J"	"Structure and Mechanics of Woven Fabrics"	2004	NA	NA	NA	"Book"	"https://www.elsevier.com/books/structure-and-mechanics-of-woven-fabrics/hu/978-1-85573-904-8"	2007
"SCHINDLER WD; HAUSER PJ"	"Chemical Finishing of Textiles"	2004	NA	"Chemical Finishing of Textiles"	"10.1533/9781845690373"	"Book"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941628108&doi=10.1533%2f9781845690373&partnerID=40&md5=b409ff68378be901a79bea7121a70b1e"	2007
"HOUCK M"	"Trace Evidence Analysis"	2004	NA	NA	NA	"Book"	"https://www.elsevier.com/books/trace-evidence-analysis/houck/978-0-08-047462-5"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.enfsi.org/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.eurotexx.com/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.fashion-links.de/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.fashionseek.net/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.ita.rwth-aachen.de/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.techexchange.com/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texdata.com/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texi.org/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textile.fr/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textileweb.com/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textileworld.it/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textilexpert.com/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.textilserver.de/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.texweb.de/"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.ivc-ev.de/HTDOCS/index.html"	2007
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.trevira.de/"	2007
"PALMER R"	"The Forensic Examination of Fibres - A Review: 2004 to 2007. ; October; P6-24."	2007	NA	"Proceedings 15th International Forensic Science Symposium Interpol, Lyon"	NA	"Report"	NA	2010
"BECKER S"	"Development of Trace Evidence in Europe."	2007	NA	"Proceedings Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
NA	"Strengthening Forensic Science in the United States: A path forward"	2009	NA	"The National Academy of Sciences"	NA	"Report"	NA	2010
"ROBERTSON J; ROUX C"	"Trace evidence: Here today, gone tomorrow?"	2010	"Fibres; Knowledge; Management; Trace evidence"	"Science and Justice"	"10.1016/j.scijus.2009.11.005"	"Conference Material"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77349108123&doi=10.1016%2fj.scijus.2009.11.005&partnerID=40&md5=91ac114bbbb07296099ff95aecbc2ce0"	2010
"HUTCHINSON W"	"The CSI effect - a casework example"	2008	NA	"Proceedings of the 16th European Fibres Group Meeting, Budapest, Hungary"	NA	"Proceedings papers"	NA	2010
"PALMER R"	"The Suffolk serial killings"	2008	NA	"Proceedings of the 16th European Fibres Group Meeting, Budapest, Hungary"	NA	"Proceedings papers"	NA	2010
"SULKAVA R"	"Case report: Two homicide cases committed by the same person"	2008	NA	"Proceedings of the 16th European Fibres Group Meeting, Budapest, Hungary"	NA	"Proceedings papers"	NA	2010
"DE WAEL K"	"Fibres in the murder investigation of a high profile double child murder"	2009	NA	"Proceedings of the 17th European Fibres Group Meeting, Berlin - Zeuthen, Germany"	NA	"Proceedings papers"	NA	2010
"SHAW S"	"The Value of Fibre Evidence in The Case of a Serial Rapist"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London, England"	NA	"Proceedings papers"	NA	2010
"PALMER R"	"The \"Jig-Saw\" Murder"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London, England"	NA	"Proceedings papers"	NA	2010
"BENNETT S; ROUX C; ROBERTSONJ"	"The Significance of Fibre Transfer and Persistence - A Case Study"	2007	NA	"Proceedings Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
"SCHWETZ A"	"The Tuba Kulali Murder Case"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London, England"	NA	"Proceedings papers"	NA	2010
"KRAUSS W; SIMMERLEIN N; BAROGH BS; STRITESKY K"	"Suicide or Homicide? A Case Report Involving Textile Fibre Investigations"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"SUZUKI S; HIGASHIKAWA Y; SUGITA R; SUZUKI Y"	"Guilty by his fibers: suspect confession versus textile fibers reconstructed simulation"	2009	"Adhesive tape; Forensic science; Microspectrophotometer; Reconstruction of behavior; Single fiber"	"Forensic Science International"	"10.1016/j.forsciint.2009.03.035"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349285937&doi=10.1016%2fj.forsciint.2009.03.035&partnerID=40&md5=523ef234531890b4ce016c952bbe20ab"	2010
"SULKAVA R"	"Murder of a Hermit: Investigation Involving Denim Fibres"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London , England"	NA	"Proceedings papers"	NA	2010
"MAJDIC J"	"Who Was The Driver - Fibre Examination of Car Seats"	2008	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"SCHAICH B"	"Textile investigations in traffic accidents - an experience report"	2009	NA	"Proceedings of the 17th European Fibres Group Meeting, Berlin - Zeuthen, Germany"	NA	"Proceedings papers"	NA	2010
"IRWIN M"	"Who drove the Lamborghini?"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London , England"	NA	"Proceedings papers"	NA	2010
"WAS-GUBALA J"	"The kinetics of colour change in textiles and fibres treated with detergent solutions. Part I-Colour perception and fluorescence microscopy analysis"	2009	"Colour change; Fibres; Fluorescence microscopy; Point-based analysis; Textile"	"Science and Justice"	"10.1016/j.scijus.2009.03.002"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69449094615&doi=10.1016%2fj.scijus.2009.03.002&partnerID=40&md5=88366c2cc074d38cd151776b81c5e3e1"	2010
"DILLINGER S"	"Dog bite or manipulation? A textile case study."	2008	NA	"Proceedings of the 16th European Fibres Group Meeting, Budapest, Hungary"	NA	"Proceedings papers"	NA	2010
"BENNETT S"	"A holistic Approach to Textile Damage Examinations"	2007	NA	"Proceedings NIJ Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
"CANETTA E; MONTIEL K; ADYA AK"	"Morphological changes in textile fibres exposed to environmental stresses: Atomic force microscopic examination"	2009	"Atomic force microscopy; Cotton; Surface texture; Textile fibres; Viscose; Wool"	"Forensic Science International"	"10.1016/j.forsciint.2009.05.022"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-69749123265&doi=10.1016%2fj.forsciint.2009.05.022&partnerID=40&md5=31811e8dd99a1dd2dd2905d0258c5ad1"	2010
"DE WAEL K; VAN VAERENBERGH G"	"Thermally Induced Changes in Textile Colour"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"HESS S"	"The Combustability of Textiles"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London, England"	NA	"Proceedings papers"	NA	2010
"DE WAEL K; GASON FGCSJ; BAES CAV"	"Selection of an adhesive tape suitable for forensic fiber sampling"	2008	"Adhesive tape; Forensic fiber examination; Forensic science; Sampling techniques; Tape lifting"	"Journal of Forensic Sciences"	"10.1111/j.1556-4029.2007.00628.x"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049121212&doi=10.1111%2fj.1556-4029.2007.00628.x&partnerID=40&md5=25a70ef5eaa11bf4b1fa1d30626180cb"	2010
"ALLEN K"	"The recovery of fibres from non- textile items using electrostatic rods."	2009	NA	"Proceedings of the 17th European Fibres Group Meeting, Berlin - Zeuthen, Germany"	NA	"Proceedings papers"	NA	2010
"PALMER R; BURCH HJ"	"The population, transfer and persistence of fibres on the skin of living subjects"	2009	"Bathing; Fibres; Length; Persistence; Skin; Transfer"	"Science and Justice"	"10.1016/j.scijus.2009.02.008"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-71649097313&doi=10.1016%2fj.scijus.2009.02.008&partnerID=40&md5=32a268fad0942065bc764aa0c50a54c1"	2010
"CHEWNING DD; DEAVER KL; CHRISTENSEN AM"	"The Persistence of Fibers on Ski Masks During Transit and Processing"	2008	NA	"Forensic Science Communications"	NA	"Article"	NA	2010
"DE WAEL K; GASON F"	"Microfibre Transfer Experiments"	2008	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"COYLE T"	"“What the flock?” An assessment of the Evidential Value of Automotive Flock"	2009	NA	"Proceedings of the 17th European Fibres Group Meeting, Berlin - Zeuthen, Germany"	NA	"Proceedings papers"	NA	2010
"JONES J"	"Synthetic Flock Fibres - A Target fibre Study"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London , England"	NA	"Proceedings papers"	NA	2010
"DILLINGER S"	"Investigation Approaches Based on Textile Labels"	2008	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"DILLINGER S"	"Video Imaging - New Technical Aspects"	2010	NA	"Proceedings of the 18th European Fibres Group Meeting, London , England"	NA	"Proceedings papers"	NA	2010
"BIERMANN TW"	"Blocks of colour IV: The evidential value of blue and red cotton fibres"	2007	"Cotton; Fibres; Fluorescence; Forensic science; Microspectrophotometry; Spectral frequency; UV/VIS"	"Science and Justice"	"10.1016/j.scijus.2006.08.001"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548134485&doi=10.1016%2fj.scijus.2006.08.001&partnerID=40&md5=02859068731a12a256623393e798e928"	2010
"PALMER R; HUTCHINSON W; FRYER V"	"The discrimination of (non-denim) blue cotton"	2009	"Blue; Cottons; Discrimination; Fibres; Microscopy; Microspectrophotometry"	"Science and Justice"	"10.1016/j.scijus.2008.07.001"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-61449088411&doi=10.1016%2fj.scijus.2008.07.001&partnerID=40&md5=65030a1d19acee8ab2daaac69ff94987"	2010
"MASSONET G; BUZZINI P"	"Discrimination of coloured Acrylic,Cotton, and Wool Fibres using Raman Spectroscopy"	2008	NA	"Proceedings of the 16th European Fibres Group Meeting, Budapest, Hungary"	NA	"Proceedings papers"	NA	2010
"COYLE T; FAIRCHILD J; FIELDEN C; REVELL D"	"Raman Microspectroscopy and Its Place in Forensic Fibre Examination - The Identification of Man-Made Cellulosic Fibres"	2007	NA	"Global Forensic Science Today"	NA	"Article"	NA	2010
"LEPOT L; DE WAEL K; GASON F; GILBERT B"	"Application of Raman spectroscopy to forensic fibre cases"	2008	"Casework; Fibre examination; Forensic science; Raman spectroscopy; Textile dyes"	"Science and Justice"	"10.1016/j.scijus.2007.09.013"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-50349084190&doi=10.1016%2fj.scijus.2007.09.013&partnerID=40&md5=0a52e8b7e0b8b1d5420a8d4128ce19f5"	2010
"VANN BC; MICHAEL ANGEL S; HENDRIX JE; BARTICK EG; MORGAN SL"	"Analysis of titanium dioxide in synthetic fibers using raman microspectroscopy"	2009	"DA; Discriminant analysis; Microspectroscopy; Partial least squares; PLS.; Raman; Synthetic fibers; Titanium dioxide"	"Applied Spectroscopy"	"10.1366/000370209787944389"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-65149085288&doi=10.1366%2f000370209787944389&partnerID=40&md5=66b2e378eac1c731a5ce5c6fc900bc4f"	2010
"ZIEBA-PALUS J; BORUSIEWICZ R; KUNICKI M"	"PRAXIS-combined ?-Raman and ?-XRF spectrometers in the examination of forensic samples"	2008	"Fibre; Forensic analysis; Ink; Paint; Raman spectrometry; XRF"	"Forensic Science International"	"10.1016/j.forsciint.2007.04.230"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-38649134497&doi=10.1016%2fj.forsciint.2007.04.230&partnerID=40&md5=9bd6f6f2bba91cc204cfcd8096537385"	2010
"AKRAP I; MRSIC G; ZUPANIC S; VUJASINOVIC E"	"Forensic Approach to Aramid Fibre Identification"	2008	NA	"Proceedings - 4th International Textile, Clothing and Design Conference – Magic World of Textiles, October 5th to 8th, 2008, Dubrovnik, Croatia"	NA	"Proceedings papers"	NA	2010
"DINES G; MCEVOY M"	"New Method for Producing Cross-Sections of Textile Fibres"	2009	NA	"FSS Report"	NA	"Report"	NA	2010
"MORGAN SL; HALL SH; HENDRIX JE; BARTICK EG"	"Pattern Recognition Methods for the Classification of Trace Evidence Textile Fibers from UV/Visible and Fluorescence Spectra"	2007	NA	"Proceedings Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
"ABENDSHIEN LC; BROWN CJ; WILLIAM; DK; SHAW S"	"The Forensic Automotive Carpet Fiber Identification Database (FACID) - Preliminary Validation and Evaluation"	2007	NA	"Proceedings Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
"ALI S; NISAR N; HUSSAIN T"	"Dyeing properties of natural dyes extracted from eucalyptus"	2007	"Cotton dyeing; Eucalyptus bark; Natural dye; Quercetin"	"Journal of the Textile Institute"	"10.1080/00405000701556079"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-35549005840&doi=10.1080%2f00405000701556079&partnerID=40&md5=6af0edfe4655073c60374d011024477d"	2010
"MORGAN SL; VANN BC; BAGULEY BM; STEFAN AR"	"Advances in Discrimination of Dyed Textile Fibers Using Capillary Electrophoresis / Mass Spectrometry"	2007	NA	"Proceedings Trace Evidence Symposium, Clearwater Beach Florida"	NA	"Proceedings papers"	NA	2010
"ENG M; MARTIN P; BHAGWANDIN C"	"The analysis of metameric blue fibers and their forensic significance"	2009	"color comparison; fibers; Forensic science; metameric fibers; metamerism; UV-visible spectrophotometry"	"Journal of Forensic Sciences"	"10.1111/j.1556-4029.2009.01079.x"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650683983&doi=10.1111%2fj.1556-4029.2009.01079.x&partnerID=40&md5=93ca43449780ca4aa1ffa507c91854d8"	2010
"GALLO JM; ALMIRALL JR"	"Elemental analysis of white cotton fiber evidence using solution ICP-MS and laser ablation ICP-MS (LA-ICP-MS)"	2009	"Cotton; Elemental analysis; ICP-MS; LA-ICP-MS"	"Forensic Science International"	"10.1016/j.forsciint.2009.05.011"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650995957&doi=10.1016%2fj.forsciint.2009.05.011&partnerID=40&md5=79b057cc94880dd2fbc97b820c91c85f"	2010
"KIRKBRIDE KP; TRIDICO SR"	"The application of laser scanning confocal microscopy to the examination of hairs and textile fibers: An initial investigation"	2010	"Confocal microscopy; Cross-section; Fiber; Hair"	"Forensic Science International"	"10.1016/j.forsciint.2009.10.030"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-74749099613&doi=10.1016%2fj.forsciint.2009.10.030&partnerID=40&md5=fbb5b13be9da5fd6e565c8507371b8d5"	2010
"SANO T; SUZUKI S"	"Basic forensic identification of artificial leather for hit-and-run cases"	2009	"Artificial leather; Forensic; Infrared miscrospectrometry; Micro-X-ray fluorescence spectrometry; Microspectrophotometry; Scanning electron microscope with energy dispersive electron microanalyzer"	"Forensic Science International"	"10.1016/j.forsciint.2009.08.018"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349484219&doi=10.1016%2fj.forsciint.2009.08.018&partnerID=40&md5=f7b2289c0558e94c8a4e7f0701d55f1d"	2010
NA	NA	NA	NA	NA	"http://emmergingtextiles.com"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://fibre2fashion.com"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.eurotexx.com/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.fashion-links.de/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.fashionseek.net/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.ita.rwth-aachen.de/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.techexchange.com/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.texdata.com/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.texi.org/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.textile.fr/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.textileweb.com/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.textileworld.com"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.textilexpert.com/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.textilserver.de/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.texweb.de/"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.ivc-ev.de/HTDOCS/index.html"	"Webpage"	NA	2010
NA	NA	NA	NA	NA	"http://www.trevira.de/"	"Webpage"	NA	2010
"PALMER R"	"The Forensic Examination of Fibres - A Review: 2007 to 2010"	2010	NA	"Proceedings 16th International Forensic Science Symposium Interpol, Lyon"	NA	"Report"	NA	2013
"KOCH S"	"An update on SWGMAT activities"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
"KOCH S"	"An update on SWGMAT activities"	2013	NA	"Personal communication"	NA	"Communication"	NA	2013
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.swgmat.org"	2013
NA	"Strengthening Forensic Science in the United States: A path forward"	2009	NA	"The National Academy of Sciences"	NA	"Report"	NA	2013
"ROUX C"	"An update on ANZFSS activities"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
"ROUX C"	"An update on research activities"	2013	NA	"Personal communication"	NA	"Communication"	NA	2013
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.anzfss.org.au"	2013
"LIM CHIN CHIN"	"Activities of the Asian Forensic Sciences Network"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
NA	NA	NA	NA	NA	NA	"Webpage"	"http://www.asianforensic.net"	2013
"KAROLY A"	"Rape or simple handshake?"	2011	NA	"Proceedings of 19th ENFSI European Textile & Hair Group, Riga"	NA	"Proceedings papers"	NA	2013
"NEHSE K"	"A case of double murder - a case example with added values: Using the virtues of DNA and providing the missing links via fibre evidence"	2011	NA	"Proceedings of 19th ENFSI European Textile & Hair Group, Riga"	NA	"Proceedings papers"	NA	2013
"WAS-GUBALA J"	"Examination of textiles secured during exhumations"	2011	NA	"Proceedings of 19th ENFSI European Textile & Hair Group, Riga"	NA	"Proceedings papers"	NA	2013
"WAS-GUBALA J; GRZESIAK E"	"The kinetics of colour change in textiles and fibres treated with detergent solutions. Part II - Spectrophotometric measurements"	2010	"Detergents; Fibres; Microspectrophotometry; Spectrophotometry; Textile"	"Science and Justice"	"10.1016/j.scijus.2009.05.002"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951297102&doi=10.1016%2fj.scijus.2009.05.002&partnerID=40&md5=4463a41f77cc070efe2aafbbbb6bff90"	2013
"COLELLA M; PARKINSON A; EVANS T; ROBERTSON J; ROUX C"	"The effect of ionizing gamma radiation on natural and synthetic fibers and its implications for the forensic examination of fiber evidence"	2011	"CBRN forensics; Fiber analysis techniques; Fibers; Forensic science; Ionizing radiation; Radiologic forensics"	"Journal of Forensic Sciences"	"10.1111/j.1556-4029.2010.01654.x"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955165833&doi=10.1111%2fj.1556-4029.2010.01654.x&partnerID=40&md5=d70dc2cc577d9caece396333ac31ad17"	2013
"MORISON R; SPINDLER X; MAYNARD P; ROUX C"	"The effect and identification of unknown chemicals in cases of textile damage"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
"KRAUSS W"	"Unusual fibre plastic fusions marks in road traffic accidents"	2011	NA	"Proceedings of 19th ENFSI European Textile & Hair Group, Riga"	NA	"Proceedings papers"	NA	2013
"JOCHEM J"	"The EHTG Target fibre study - Preliminary results"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
"LAZIC J; CARON N; DUFROS Y"	"The population of textile fibres in public places"	2012	NA	"Proceedings of 20th ENFSI European Textile & Hair Group, Vienna"	NA	"Proceedings papers"	NA	2013
"COYLE T; JONES J; SHAW C; FRIEDRICHS R"	"Fibres used in the construction of car seats - An assessment of evidential value"	2012	"Car seat; Evidential value; Fibres; Forensic; MSP; Raman"	"Science and Justice"	"10.1016/j.scijus.2011.12.002"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867658447&doi=10.1016%2fj.scijus.2011.12.002&partnerID=40&md5=417da00202cd3301202cdf4ad677a81d"	2013
"BENNETT S; ROUX CP; ROBERTSON J"	"The significance of fibre transfer and persistence-A case study"	2010	"case study; fibres; interpretation"	"Australian Journal of Forensic Sciences"	"10.1080/00450611003758256"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956487775&doi=10.1080%2f00450611003758256&partnerID=40&md5=72919f38c3fbdfe2a10aaff45ed60601"	2013
"PALMER R; POLWARTH G"	"The persistence of fibres on skin in an outdoor deposition crime scene scenario"	2011	"Fibres; Homicide; Outdoors; Persistence; Skin; Weather"	"Science and Justice"	"10.1016/j.scijus.2011.04.001"	"Article"	"https://www.scopus.com/inward/record.uri?eid=2-s2.0-82655171769&doi=10.1016%2fj.scijus.2011.04.001&partnerID=40&md5=ea0ec5abfc10efc6aeb954f4f81425fe"	2013
