Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,ID,Document Type,Publication Stage,Access Type,Source,EID,Coder
"Muñoz De La Peña A., Mujumdar N., Heider E.C., Goicoechea H.C., Muñoz De La Peña D., Campiglia A.D.",7004233715;57151044700;57190341326;7004098244;8643873600;7003458477;,Nondestructive Total Excitation-Emission Fluorescence Microscopy Combined with Multi-Way Chemometric Analysis for Visually Indistinguishable Single Fiber Discrimination,2016,Analytical Chemistry,88,5,,2967,2975,,16,10.1021/acs.analchem.6b00264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959484107&doi=10.1021%2facs.analchem.6b00264&partnerID=40&md5=f55261e350cf5dcbb50a3969b9fdfa76,"Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; Laboratorio de Desarrollo Analítico y Quimiometría (LADAQ), Cátedra de Química Analítica i, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional de Litoral, Santa Fe, S3000ZAA, Argentina; Department of Automation and Systems Engineering, University of Seville, Seville, 41092, Spain; Department of Analytical Chemistry and IACYS, University of Extremadura, Badajoz, 06006, Spain; National Center for Forensic Science, University of Central Florida, 12354 Research Parkway, Suite 225, Orlando, FL  32826, United States","Muñoz De La Peña, A., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States, Department of Analytical Chemistry and IACYS, University of Extremadura, Badajoz, 06006, Spain; Mujumdar, N., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; Heider, E.C., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States; Goicoechea, H.C., Laboratorio de Desarrollo Analítico y Quimiometría (LADAQ), Cátedra de Química Analítica i, Facultad de Bioquímica y Ciencias Biológicas, Universidad Nacional de Litoral, Santa Fe, S3000ZAA, Argentina; Muñoz De La Peña, D., Department of Automation and Systems Engineering, University of Seville, Seville, 41092, Spain; Campiglia, A.D., Department of Chemistry, University of Central Florida, 4111 Libra Drive, P.O. Box 25000, Orlando, FL  32816-2366, United States, National Center for Forensic Science, University of Central Florida, 12354 Research Parkway, Suite 225, Orlando, FL  32826, United States",,"Discriminant analysis; Face recognition; Fluorescence; Fluorescence microscopy; Least squares approximations; Matrix algebra; Chemometric analysis; Excitation emission fluorescence; Excitation emission matrices; Linear discriminant analysis; Non-destructive analysis; Parallel factor analysis; Partial least square (PLS); Spectrofluorimeters; Fibers; fluorescence microscopy; procedures; Microscopy, Fluorescence",,Article,Final,,Scopus,2-s2.0-84959484107,2016
"Doty K.C., Muro C.K., Bueno J., Halámková L., Lednev I.K.",56086169000;56469498800;55220519700;54414110100;7004549899;,What can Raman spectroscopy do for criminalistics?,2016,Journal of Raman Spectroscopy,47,1,,39,50,,33,10.1002/jrs.4826,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956594967&doi=10.1002%2fjrs.4826&partnerID=40&md5=f2a266bd6632622f8300237575145c49,"Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States","Doty, K.C., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States; Muro, C.K., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States; Bueno, J., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States; Halámková, L., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States; Lednev, I.K., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States",body fluids; chemometrics; forensic; gunshot residue; trace evidence,,,Review,Final,,Scopus,2-s2.0-84956594967,2016
Was-Gubala J.,,Identification of modern synthetic fibres in forensic laboratory,2015,"Innovations in Clothing Design, Materials, Technology & Measurement Methods",,,,145,152,,,,,"Institute of Forensic Research, Criminalistics Department, Westerplatte 9, Krakow, 31-033, Poland","Was-Gubala, J., Institute of Forensic Research, Criminalistics Department, Westerplatte 9, Krakow, 31-033, Poland",,,,Book Chapter,,,,,2016
"Watanabe S., Suzuki S., Hrynchuk R.J.",57199944321;8654989200;6507214758;,Basic study on the discrimination of poly(ethylene terephthalate) fibres by polarized confocal Raman spectroscopy,2013,Journal of the Canadian Society of Forensic Science,46,4,,181,196,,4,10.1080/00085030.2013.10799547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896754104&doi=10.1080%2f00085030.2013.10799547&partnerID=40&md5=bf09b02c78b50495d401666b0ecd5491,"Forensic Science Laboratory, Hyogo Police Headquarters, 5-4-1 Shimoyamatedori, Chuo, Kobe, Hyogo 650-8510, Japan; National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba 277-0882, Japan; National Forensic Services - Alberta, R.C.M. Police, Edmonton, AB, Canada","Watanabe, S., Forensic Science Laboratory, Hyogo Police Headquarters, 5-4-1 Shimoyamatedori, Chuo, Kobe, Hyogo 650-8510, Japan; Suzuki, S., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba 277-0882, Japan; Hrynchuk, R.J., National Forensic Services - Alberta, R.C.M. Police, Edmonton, AB, Canada",,polyethylene terephthalate; article; controlled study; fiber; infrared spectroscopy; polarization; polarized confocal raman microspectroscopy; Raman spectrometry; thickness,,Article,Final,,Scopus,2-s2.0-84896754104,2016
Adar F.,7005503890;,Raman microscopy analysis of molecular orientation in organic fibers,2013,Spectroscopy (Santa Monica),28,2,,,,,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876508734&partnerID=40&md5=0f4d29f393d88bbd38c037ba026eb014,"Worldwide Raman Applications Manager for Horiba Jobin Yvon, Edison, NJ, United States","Adar, F., Worldwide Raman Applications Manager for Horiba Jobin Yvon, Edison, NJ, United States",,Crystallization process; Fibrous material; Forensics investigations; Organic fibers; Raman microscopy; Raman signatures; Trace evidences; Molecular orientation; Organic polymers; Fibers,,Article,Final,,Scopus,2-s2.0-84876508734,2016
"Was-Gubala J., Machnowski W.",6602268152;57192976908;,Application of Raman spectroscopy for differentiation among cotton and viscose fibers dyed with several dye classes,2014,Spectroscopy Letters,47,7,,527,535,,22,10.1080/00387010.2013.820760,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898420442&doi=10.1080%2f00387010.2013.820760&partnerID=40&md5=0f42a8578e66211be62122b1a1e3fd20,"Criminalistic Department, Institute of Forensic Research, Westerplatte 9, Krakow, 31-033, Poland; Lodz University of Technology, Faculty of Material Technologies and Textile Design, Zeromskiego, Lodz, Poland","Was-Gubala, J., Criminalistic Department, Institute of Forensic Research, Westerplatte 9, Krakow, 31-033, Poland; Machnowski, W., Lodz University of Technology, Faculty of Material Technologies and Textile Design, Zeromskiego, Lodz, Poland",dye; forensic; identification; textile fibre,,,Article,Final,,Scopus,2-s2.0-84898420442,2016
"Buzzini P., Massonnet G.",8626149000;6603429626;,"The analysis of colored acrylic, cotton, and wool textile fibers using micro-raman spectroscopy. Part 2: Comparison with the traditional methods of fiber examination",2015,Journal of Forensic Sciences,60,3,,712,720,,19,10.1111/1556-4029.12654,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928763447&doi=10.1111%2f1556-4029.12654&partnerID=40&md5=3a0a1a68960e480d93aceae1c32f0d9f,"Forensic and Investigative Science Department, West Virginia University, 304 Oglebay Hall, PO Box 6121, Morgantown, WV  26506-6121, United States; Ecole des Sciences Criminelles, University of Lausanne, Batochime, Quartier UNIL Sorge, Dorigny, Lausanne, CH-1015, Switzerland","Buzzini, P., Forensic and Investigative Science Department, West Virginia University, 304 Oglebay Hall, PO Box 6121, Morgantown, WV  26506-6121, United States; Massonnet, G., Ecole des Sciences Criminelles, University of Lausanne, Batochime, Quartier UNIL Sorge, Dorigny, Lausanne, CH-1015, Switzerland",Criminalistics; Dye analysis; Fibers; Forensic science; Fourier transform infrared spectroscopy; Microscopy; Microspectrophotometry; Raman spectroscopy; Thin-layer chromatography; Trace evidence,,,Article,Final,,Scopus,2-s2.0-84928763447,2016
"Buzzini P., Massonnet G.",8626149000;6603429626;,"The Discrimination of Colored Acrylic, Cotton, and Wool Textile Fibers Using Micro-Raman Spectroscopy. Part 1: In situ Detection and Characterization of Dyes",2013,Journal of Forensic Sciences,58,6,,1593,1600,,21,10.1111/1556-4029.12298,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886886085&doi=10.1111%2f1556-4029.12298&partnerID=40&md5=a268e03e44dcdbb726e42e6e58ef7004,"Forensic and Investigative Science Program, West Virginia University, 304 Oglebay Hall, Morgantown, WV, United States; Ecole des Sciences Criminelles, University of Lausanne, Batochime Quartier UNIL Sorge, Lausanne, CH-1015, Switzerland","Buzzini, P., Forensic and Investigative Science Program, West Virginia University, 304 Oglebay Hall, Morgantown, WV, United States; Massonnet, G., Ecole des Sciences Criminelles, University of Lausanne, Batochime Quartier UNIL Sorge, Lausanne, CH-1015, Switzerland",Discriminating power; Dye analysis; Fibers; Forensic science; Raman spectroscopy; Trace evidence,,,Article,Final,,Scopus,2-s2.0-84886886085,2016
"Bianchi F., Riboni N., Trolla V., Furlan G., Avantaggiato G., Iacobellis G., Careri M.",7202014671;56404640900;57188871968;57188875935;57188873460;54779816500;7004488759;,Differentiation of aged fibers by Raman spectroscopy and multivariate data analysis,2016,Talanta,154,,,467,473,,10,10.1016/j.talanta.2016.04.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964063341&doi=10.1016%2fj.talanta.2016.04.013&partnerID=40&md5=119b02508cf4654a8e3e35f66c579e8e,"Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy; Reparto Carabinieri Investigazioni Scientifiche di Parma, Via Parco Ducale 3, Parma, 43125, Italy","Bianchi, F., Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy; Riboni, N., Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy; Trolla, V., Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy; Furlan, G., Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy; Avantaggiato, G., Reparto Carabinieri Investigazioni Scientifiche di Parma, Via Parco Ducale 3, Parma, 43125, Italy; Iacobellis, G., Reparto Carabinieri Investigazioni Scientifiche di Parma, Via Parco Ducale 3, Parma, 43125, Italy; Careri, M., Dipartimento di Chimica, Università degli Studi di Parma, Parco Area delle Scienze 17/A, Parma, 43124, Italy",Aging; Discriminant analysis; Dyes; Forensic science; Raman spectroscopy; Textiles,Aging of materials; Data handling; Discriminant analysis; Dyes; Fibers; Forensic science; Infrared devices; Infrared lasers; Multivariant analysis; Raman spectroscopy; Reliability analysis; Textiles; Aging conditions; Aging process; Commercial instruments; Commercial polyamide; Cross validation; Multivariate data analysis; Near-infrared lasers; Polyester textiles; Spectrum analysis,,Article,Final,,Scopus,2-s2.0-84964063341,2016
Massonnet G.,,Raman and SER(R)S used for the analysis of fibre synthetic dyes: preliminary results,2015,"Proceedings of the 23rd ENFSI Textile & Hair Group Meeting, Newcastle",,,,,,,,,,,,,,,Proceedings,,,,,2016
"Groves E., Palenik C.S., Palenik S.",56915536700;7005080203;6505782584;,A survey of extraction solvents in the forensic analysis of textile dyes,2016,Forensic Science International,268,,,139,144,,5,10.1016/j.forsciint.2016.03.043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992602827&doi=10.1016%2fj.forsciint.2016.03.043&partnerID=40&md5=2588960b61a7ca769c159ea5e6fa707d,"Microtrace LLC 790 Fletcher Dr., Suite 106, Elgin, IL  60123, United States","Groves, E., Microtrace LLC 790 Fletcher Dr., Suite 106, Elgin, IL  60123, United States; Palenik, C.S., Microtrace LLC 790 Fletcher Dr., Suite 106, Elgin, IL  60123, United States; Palenik, S., Microtrace LLC 790 Fletcher Dr., Suite 106, Elgin, IL  60123, United States",Dyes; Extraction; Forensic science; Pyridine:Water; Textile fibers; Trace evidence,acetic acid; acetone; alcohol; ammonia; aniline; caprolactam; cellulase; chlorobenzene; chloroform; dye; ethylenediamine; pyridine; water; Article; chemical analysis; infrared spectroscopy; priority journal; Raman spectrometry; solvent extraction; textile fiber; textile industry; thin layer chromatography,,Article,Final,,Scopus,2-s2.0-84992602827,2016
Gunning S.P.,,Design of a Microfluidic Device to Extract Dyes from Fibers for Forensic Analysis,2014,"Proceedings of the 29th Annual Meeting of the American Society for Precision Engineering, Boston",,,,,,,,,,,,,,,Proceedings,,,,,2016
"Carey A., Rodewijk N., Xu X., Van Der Weerd J.",55949232600;55949390800;57196741696;6603650278;,Identification of dyes on single textile fibers by HPLC-DAD-MS,2013,Analytical Chemistry,85,23,,11335,11343,,15,10.1021/ac402173e,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888993950&doi=10.1021%2fac402173e&partnerID=40&md5=b7e44a58b6bcea9882c357f04c5d8d92,"Departments of Chemical Analysis and Microtraces, Netherlands Forensic Institute, P.O. Box 24044, 2490AA The Hague, Netherlands","Carey, A., Departments of Chemical Analysis and Microtraces, Netherlands Forensic Institute, P.O. Box 24044, 2490AA The Hague, Netherlands; Rodewijk, N., Departments of Chemical Analysis and Microtraces, Netherlands Forensic Institute, P.O. Box 24044, 2490AA The Hague, Netherlands; Xu, X., Departments of Chemical Analysis and Microtraces, Netherlands Forensic Institute, P.O. Box 24044, 2490AA The Hague, Netherlands; Van Der Weerd, J., Departments of Chemical Analysis and Microtraces, Netherlands Forensic Institute, P.O. Box 24044, 2490AA The Hague, Netherlands",,Absorbance spectrum; Forensic analysis; Highly stables; Information contents; Limit of detection; Repeated measurements; Retention time; Validation study; Chemical analysis; Chemistry; Dyes,,Article,Final,,Scopus,2-s2.0-84888993950,2016
Hoy S.J.,,"Development and Figures of Merit of Microextraction and Ultra-Performance Liquid Chromatography for Forensic Characterization of Dye Profiles on Trace Acrylic, Nylon, Polyester, and Cotton Textile Fibers",2013,,,,,,,,,,http://scholarcommons.sc.edu/cgi/viewcontent.cgi?article=3392&context=etd,,,,,,Thesis,,,,,2016
Morgan S.L.,,Validation of Forensic Characterization and Chemical Identification of Dyes Extracted from Millimeter-length Fibers,2015,U.S. Department of Justice,,,,248579,,,,,https://www.ncjrs.gov/pdffiles1/nij/grants/248579.pdf,,,,,,Report,,,,,2016
"Kato T., Ikeue T., Suzuki Y., Handa M.",57145457600;6701520521;57206758390;55722758400;,Analysis of disperse dyes using liquid chromatography/linear ion trap mass spectrometry (LC/LIT-MS n ) and database construction,2016,Analytical Sciences,32,2,,147,152,,5,10.2116/analsci.32.147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959344328&doi=10.2116%2fanalsci.32.147&partnerID=40&md5=d21f6afb0259cf7ebd4cefa20b5adfe6,"Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., 1751-15 Heisei-cho, Matsue, Shimane, 690-8510, Japan; Department of Chemistry, Interdisciplinary Graduate School of Science and Engineering, Shimane University, 1060 Nishikawatsu-cho, Matsue, Shimane, 690-8504, Japan; National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba, 277-0882, Japan","Kato, T., Criminal Investigation Laboratory, Shimane Prefectural Police H.Q., 1751-15 Heisei-cho, Matsue, Shimane, 690-8510, Japan, Department of Chemistry, Interdisciplinary Graduate School of Science and Engineering, Shimane University, 1060 Nishikawatsu-cho, Matsue, Shimane, 690-8504, Japan; Ikeue, T., Department of Chemistry, Interdisciplinary Graduate School of Science and Engineering, Shimane University, 1060 Nishikawatsu-cho, Matsue, Shimane, 690-8504, Japan; Suzuki, Y., National Research Institute of Police Science, 6-3-1 Kashiwanoha, Kashiwa, Chiba, 277-0882, Japan; Handa, M., Department of Chemistry, Interdisciplinary Graduate School of Science and Engineering, Shimane University, 1060 Nishikawatsu-cho, Matsue, Shimane, 690-8504, Japan",Database; Disperse dye; Liquid chromatography/linear ion trap mass spectrometry,Absorption spectroscopy; Database systems; Ion chromatography; Ions; Liquids; Mass spectrometry; Absorption wavelengths; Database construction; Diode array detection; Disperse dyes; Ion-trap mass spectrometry; Molecular absorption; Retention time; UV-Visible spectra; High pressure liquid chromatography,,Article,Final,Open Access,Scopus,2-s2.0-84959344328,2016
"van Oijen T.A., van der Weerd J.",57094163600;6603650278;,Spectrometric imaging of polarization colors and its application in forensic fiber analysis,2015,Applied spectroscopy,69,6,,773,782,,,10.1366/14-07736,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956927363&doi=10.1366%2f14-07736&partnerID=40&md5=71a8a1e017645a7a47c5fba9b13fe0c6,"Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands","van Oijen, T.A., Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands; van der Weerd, J., Netherlands Forensic Institute, Department of Microtraces, P.O. Box 24044, The Hague, 2490AA, Netherlands",,"analysis; color; forensic science; image processing; polarization microscopy; procedures; spectroscopy; textile; Color; Forensic Sciences; Image Processing, Computer-Assisted; Microscopy, Polarization; Spectrum Analysis; Textiles",,Article,Final,,Scopus,2-s2.0-84956927363,2016
"Cochran K.H., Barry J.A., Muddiman D.C., Hinks D.",57213891483;54419454100;7005070825;36040626000;,Direct analysis of textile fabrics and dyes using infrared matrix-assisted laser desorption electrospray ionization mass spectrometry,2013,Analytical Chemistry,85,2,,831,836,,28,10.1021/ac302519n,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872585821&doi=10.1021%2fac302519n&partnerID=40&md5=27a25a686bdff33be3506a0b0421bf3b,"W.M. Keck FT-ICR Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC 27695, United States; Department of Textile Engineering, Chemistry, and Science, North Carolina State University, Raleigh, NC 27695, United States","Cochran, K.H., W.M. Keck FT-ICR Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC 27695, United States; Barry, J.A., W.M. Keck FT-ICR Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC 27695, United States; Muddiman, D.C., W.M. Keck FT-ICR Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC 27695, United States; Hinks, D., Department of Textile Engineering, Chemistry, and Science, North Carolina State University, Raleigh, NC 27695, United States",,"Analysis time; Direct analysis; Dye components; Dye molecule; Fabric samples; Forensic analysis; IR lasers; Mass spectrometric analysis; Matrix assisted laser desorption; Sample preparation; Textile fabric; Electrospray ionization; Lasers; Textile fibers; Textile industry; Weaving; Mass spectrometry; coloring agent; article; mass spectrometry; textile; Coloring Agents; Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization; Textiles",,Article,Final,,Scopus,2-s2.0-84872585821,2016
"Cochran K.H., Barry J.A., Robichaud G., Muddiman D.C.",57213891483;54419454100;37036131700;7005070825;,Analysis of trace fibers by IR-MALDESI imaging coupled with high resolving power MS,2015,Analytical and Bioanalytical Chemistry,407,3,8042,813,820,,12,10.1007/s00216-014-8042-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940436250&doi=10.1007%2fs00216-014-8042-y&partnerID=40&md5=39472e2bfc030a5a7df8d11fd9f1f3bb,"W.M. Keck Fourier Transform Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC  27695, United States; Forensic Sciences Institute, North Carolina State University, Raleigh, NC  27695, United States","Cochran, K.H., W.M. Keck Fourier Transform Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC  27695, United States; Barry, J.A., W.M. Keck Fourier Transform Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC  27695, United States; Robichaud, G., W.M. Keck Fourier Transform Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC  27695, United States; Muddiman, D.C., W.M. Keck Fourier Transform Mass Spectrometry Laboratory, Department of Chemistry, North Carolina State University, Raleigh, NC  27695, United States, Forensic Sciences Institute, North Carolina State University, Raleigh, NC  27695, United States",Forensic science; MALDESI; Mass spectrometry imaging; Polarity switching imaging; Trace evidence,Electrospray ionization; Ionization; Ionization of gases; Mass spectrometry; Spectrometry; Forensic science; MALDESI; Mass-spectrometry imaging; Polarity switching; Trace evidences; Fibers,,Article,Final,,Scopus,2-s2.0-84940436250,2016
"Orellana F.A., Gálvez C.G., Orellana F.A., Gálvez C.G., Roldán M.T., García-Ruiz C., Roldán M.T., García-Ruiz C.",23994125200;55505299700;23994125200;55505299700;55503847600;35271820400;55503847600;35271820400;,Applications of laser-ablation-inductively-coupled plasma-mass spectrometry in chemical analysis of forensic evidence,2013,TrAC - Trends in Analytical Chemistry,42,,,1,34,,36,10.1016/j.trac.2012.09.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871496843&doi=10.1016%2fj.trac.2012.09.015&partnerID=40&md5=6eddbe3d9c5ff8fb8d3897bd50f17d2d,"Department of Chemistry and Environmental Sciences, Criminalistic Service of Guardia Civil, C/Guzmán el Bueno, 110 Madrid, Spain; University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain","Orellana, F.A., Department of Chemistry and Environmental Sciences, Criminalistic Service of Guardia Civil, C/Guzmán el Bueno, 110 Madrid, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Gálvez, C.G., Department of Chemistry and Environmental Sciences, Criminalistic Service of Guardia Civil, C/Guzmán el Bueno, 110 Madrid, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Orellana, F.A., Department of Chemistry and Environmental Sciences, Criminalistic Service of Guardia Civil, C/Guzmán el Bueno, 110 Madrid, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Gálvez, C.G., Department of Chemistry and Environmental Sciences, Criminalistic Service of Guardia Civil, C/Guzmán el Bueno, 110 Madrid, Spain, University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Roldán, M.T., University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain, Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; García-Ruiz, C., University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain, Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; Roldán, M.T., University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain, Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain; García-Ruiz, C., University Institute of Research in Police Sciences (IUICP), University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain, Department of Analytical Chemistry, Faculty of Chemistry, University of Alcalá, Ctra. Madrid-Barcelona km. 33.600, 28871 Alcalá de Henares, Madrid, Spain",Chemical analysis; Data treatment; Elemental analysis; Forensic analysis; Forensic evidence; Forensic sample; Glass; Interference; Laser-ablation inductively-coupled plasma-mass spectrometry (LA-ICP-MS); Paint,Chemical analysis; Glass; Inductively coupled plasma mass spectrometry; Laser ablation; Lasers; Mass spectrometers; Paint; Wave interference; Data treatment; Forensic analysis; Forensic evidence; Forensic samples; La-ICP-MS; Inductively coupled plasma; aluminum; cannabis; glass; gold; ink; neodymium; paint; silver; yttrium; analytical equipment; calibration; chemical analysis; chemical composition; computational fluid dynamics; crime; data processing; equipment design; excimer laser; fiber; forensic medicine; fractionation; instrumentation; laser surgery; legal evidence; limit of detection; mass spectrometry; paper; priority journal; process optimization; quantitative analysis; review; sampling; sensitivity and specificity; statistical analysis,,Review,Final,,Scopus,2-s2.0-84871496843,2016
"Hark R.R., East L.J.",57196028927;46062069200;,Forensic applications of LIBS,2014,Springer Series in Optical Sciences,182,,,377,420,,5,10.1007/978-3-642-45085-3_14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958535111&doi=10.1007%2f978-3-642-45085-3_14&partnerID=40&md5=82fb425ef5ed3ef09a7d20b106efba2c,"Department of Chemistry, Juniata College, 1700 Moore Street, Huntingdon PA 16652, United States; Applied Spectra Inc., 46661 Fremont Boulevard, Fremont CA 94538, United States","Hark, R.R., Department of Chemistry, Juniata College, 1700 Moore Street, Huntingdon PA 16652, United States; East, L.J., Applied Spectra Inc., 46661 Fremont Boulevard, Fremont CA 94538, United States",,,,Article,Final,,Scopus,2-s2.0-84958535111,2016
