Title	ACRYLIC	ANALYSIS	BAYESIAN APPROACH	BLOOD	CAPILLARY ELECTROPHORESIS (CE)	CLOTHING	COLOUR	COMPARISON	COTTON	CRIMINALISTIC	DATABASE	DEGRADATION	DICHROISM	DISPERSE DYES	DYE	EVIDENTIAL VALUE	FIBRE	FIBRE ANALYSIS	FIBRE EVIDENCE	FIBRE EXAMINATION	FIBRE IDENTIFICATION	FIBRE RECOVERY	FIBRE TRANSFER	FINGERPRINTS	FLUORESCENCE	FORENSIC ANALYSIS	FORENSIC SCIENCE	FOURIER-TRANSFORM INFRARED SPECTROSCOPY (FT-IR)	FREQUENCY	GAS CHROMATOGRAPHY–MASS SPECTROMETRY (GC–MS)	HAIR	HOLLOW-FIBRE LIQUID-PHASE MICROEXTRACTION (HF-LPME)	IDENTIFICATION	INFRARED	INFRARED SPECTROSCOPY (IR)	INK	INTERPRETATION	LIKELIHOOD RATIO	MASS SPECTROMETRY (MS)	MICROSCOPY	MICROSPECTROPHOTOMETRY (MSP)	PAINT	PERSISTENCE	PIGMENTS	POLARIZED LIGHT MICROSCOPY	POLYESTER	PRINCIPAL COMPONENT ANALYSIS (PCA)	RAMAN	REACTIVE DYE	RECOVERY	SCANNING ELECTRON MICROSCOPY (SEM)	SINGLE FIBRE	SOIL	SPECTROPHOTOMETRY	SPECTROSCOPY	STATISTICS	SYNTHETIC FIBRE	TARGET FIBRE STUDY	TEXTILE	TEXTILE FIBRE	THIN-LAYER CHROMATOGRAPHY (TLC)	TRACE EVIDENCE	TRANSFER	URINE	VISCOSE	WOOL
A REVIEW OF THE APPLICATION OF HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION IN BIOANALYTICAL METHODS - A SYSTEMATIC APPROACH WITH FOCUS ON FORENSIC TOXICOLOGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A REVIEW OF THE APPLICATION OF HOLLOW-FIBER LIQUID-PHASE MICROEXTRACTION IN BIOANALYTICAL METHODS - A SYSTEMATIC APPROACH WITH FOCUS ON FORENSIC TOXICOLOGY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A STUDY ON RETICULAR FIBERS AND COLLAGEN TYPE III IN RAT SKIN WOUNDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A STUDY ON RETICULAR FIBERS AND COLLAGEN TYPE III IN RAT SKIN WOUNDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A STUDY ON RETICULAR FIBERS AND COLLAGEN TYPE III IN RAT SKIN WOUNDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A STUDY ON RETICULAR FIBERS AND COLLAGEN TYPE III IN RAT SKIN WOUNDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADVANCES IN SOLVENT-MICROEXTRACTION TECHNIQUES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN INVESTIGATION INTO THE USE OF MICRO-RAMAN SPECTROSCOPY FOR THE ANALYSIS OF CAR PAINTS AND SINGLE TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN INVESTIGATION INTO THE USE OF MICRO-RAMAN SPECTROSCOPY FOR THE ANALYSIS OF CAR PAINTS AND SINGLE TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN INVESTIGATION INTO THE USE OF MICRO-RAMAN SPECTROSCOPY FOR THE ANALYSIS OF CAR PAINTS AND SINGLE TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN INVESTIGATION INTO THE USE OF MICRO-RAMAN SPECTROSCOPY FOR THE ANALYSIS OF CAR PAINTS AND SINGLE TEXTILE FIBRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF DYES USING CHROMATOGRAPHY	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF FIBER BLENDS USING HORIZONTAL ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED AND DISCRIMINANT ANALYSIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TEXTILE FIBERS BY IN-AIR PIXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TEXTILE FIBERS BY IN-AIR PIXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TEXTILE FIBERS BY IN-AIR PIXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANALYSIS OF TEXTILE FIBERS BY IN-AIR PIXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ANALYSIS OF TEXTILE FIBERS BY IN-AIR PIXE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTI CONTAMINATION PROCEDURES FOR TEXTILE FIBRE EXAMINATION - A DISCUSSION DOCUMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANTI CONTAMINATION PROCEDURES FOR TEXTILE FIBRE EXAMINATION - A DISCUSSION DOCUMENT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPAREL AND HOUSEHOLD TEXTILES AND THEIR ROLE IN FORENSICS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPAREL AND HOUSEHOLD TEXTILES AND THEIR ROLE IN FORENSICS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPAREL AND HOUSEHOLD TEXTILES AND THEIR ROLE IN FORENSICS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPAREL AND HOUSEHOLD TEXTILES AND THEIR ROLE IN FORENSICS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPAREL AND HOUSEHOLD TEXTILES AND THEIR ROLE IN FORENSICS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID-PHASE MICROEXTRACTION IN IDENTIFICATION OF OIL SPILL SOURCES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID PHASE MICROEXTRACTION FOR THE DETERMINATION OF THREE ANALGESIC AND NARCOTIC DRUGS IN WATER AND BIOLOGICAL FLUID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID PHASE MICROEXTRACTION FOR THE DETERMINATION OF THREE ANALGESIC AND NARCOTIC DRUGS IN WATER AND BIOLOGICAL FLUID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID PHASE MICROEXTRACTION FOR THE DETERMINATION OF THREE ANALGESIC AND NARCOTIC DRUGS IN WATER AND BIOLOGICAL FLUID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID PHASE MICROEXTRACTION FOR THE DETERMINATION OF THREE ANALGESIC AND NARCOTIC DRUGS IN WATER AND BIOLOGICAL FLUID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF HOLLOW FIBER LIQUID PHASE MICROEXTRACTION FOR THE DETERMINATION OF THREE ANALGESIC AND NARCOTIC DRUGS IN WATER AND BIOLOGICAL FLUID	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF RAMAN SPECTROSCOPY FOR DIFFERENTIATION AMONG COTTON AND VISCOSE FIBERS DYED WITH SEVERAL DYE CLASSES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APPLICATION OF RAMAN SPECTROSCOPY FOR DIFFERENTIATION AMONG COTTON AND VISCOSE FIBERS DYED WITH SEVERAL DYE CLASSES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
